Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2002","tonnes","34"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2003","tonnes","7"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2004","tonnes","46"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2005","tonnes","15"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2006","tonnes","73"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2007","tonnes","51"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2008","tonnes","66"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2009","tonnes","3"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2010","tonnes","3"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2011","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2012","tonnes","22"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2013","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2014","tonnes","3"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2015","tonnes","32"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2016","tonnes","35"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2017","tonnes","4"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2018","tonnes","17"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2019","tonnes","8"
"Crops and livestock products","Brazil","Export Quantity","Coffee, substitutes containing coffee","2020","tonnes","23"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1961","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1962","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1963","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1964","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1965","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1966","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1967","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1968","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1969","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1970","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1971","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1972","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1973","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1974","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1975","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1976","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1977","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1978","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1979","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1980","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1981","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1982","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1983","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1984","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1985","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1986","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1987","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1988","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1989","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1990","1000 US$","46"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1991","1000 US$","35"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1992","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1993","1000 US$","44"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1994","1000 US$","114"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1995","1000 US$","75"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1996","1000 US$","77"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1997","1000 US$","123"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1998","1000 US$","155"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","1999","1000 US$","97"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2000","1000 US$","107"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2001","1000 US$","34"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2002","1000 US$","141"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2003","1000 US$","18"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2004","1000 US$","110"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2005","1000 US$","112"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2006","1000 US$","192"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2007","1000 US$","255"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2008","1000 US$","584"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2009","1000 US$","46"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2010","1000 US$","8"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2011","1000 US$","3"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2012","1000 US$","188"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2013","1000 US$","1"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2014","1000 US$","16"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2015","1000 US$","88"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2016","1000 US$","98"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2017","1000 US$","75"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2018","1000 US$","53"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2019","1000 US$","58"
"Crops and livestock products","Brazil","Export Value","Coffee, substitutes containing coffee","2020","1000 US$","60"
