Entity,Year,production_tonnes
Kenya,2009,54000
Kenya,2010,42000
Kenya,2011,36300
Kenya,2012,49000
Kenya,2013,39800
Kenya,2014,49500
Kenya,2015,42000
Kenya,2016,46100
Kenya,2017,38620
Kenya,2018,41375
Land Locked Developing Countries,1961,138367
Land Locked Developing Countries,1962,160079
Land Locked Developing Countries,1963,195047
Land Locked Developing Countries,1964,224070
Land Locked Developing Countries,1965,200675
Land Locked Developing Countries,1966,203629
Land Locked Developing Countries,1967,223469
Land Locked Developing Countries,1968,191077
